title,variant,price,imgUrl,link,l1,l2,l3,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数
2毫米链条/挂锁，由古董硬币制成，镀18K金——高品质奢华珠宝,60厘米,6.2,https://cf.shopee.com.br/file/br-11134207-7r98o-m6n8cvk28g8g79,http://shopee.com.br/product/1257298915/23597501256,时尚配饰,项链,,IVCN202607206988,179397087095,https://detail.1688.com/offer/852617259925.html?spm=a26352.b28411319/2508.0.0,6.2,2026/7/21,23597501256,,,1
Maya 有机头发 300g Cherey 60cm,350磅红发,12.17,https://cf.shopee.com.br/file/br-11134207-7r98o-m272v0h71dmu4e,http://shopee.com.br/product/289820295/23597587722,时尚配饰,发饰,假发和接发,IVCN202607169218,228774918792,https://detail.1688.com/offer/966121540403.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,18,2026/7/21,23597587722,,,8
Maya 有机头发 300g Cherey 60cm,30# 深色蜂蜜,19.68,https://cf.shopee.com.br/file/br-11134207-7r98o-mdex6asrxozd72,http://shopee.com.br/product/289820295/23597587722,时尚配饰,发饰,假发和接发,IVCN202607169218,179408203616,https://detail.1688.com/offer/962844463881.html?spm=a26352.b28411319/2508.0.0,21,2026/7/21,23597587722,,,8
Maya 有机头发 300g Cherey 60cm,T1B/27 黑色带蜂蜜色,18.75,https://cf.shopee.com.br/file/br-11134207-7r98o-m6e6odkuakvk95,http://shopee.com.br/product/289820295/23597587722,时尚配饰,发饰,假发和接发,IVCN202607169218,199604053394,https://detail.1688.com/offer/962844463881.html?spm=a26352.b28411319/2508.0.0,21,2026/7/21,23597587722,,,8
Maya 有机头发 300g Cherey 60cm,1B# 黑色,18,https://cf.shopee.com.br/file/br-11134207-7r98o-m179ohtlbhir37,http://shopee.com.br/product/289820295/23597587722,时尚配饰,发饰,假发和接发,IVCN202607169218,219599876777,https://detail.1688.com/offer/966121540403.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,18,2026/7/21,23597587722,,,8
Maya 有机头发 300g Cherey 60cm,T1B/30 黑色带深蜂蜜色,17.16,https://cf.shopee.com.br/file/br-11134207-7r98o-m0n6ug7pbot91c,http://shopee.com.br/product/289820295/23597587722,时尚配饰,发饰,假发和接发,IVCN202607169218,238773768291,https://detail.1688.com/offer/962844463881.html?spm=a26352.b28411319/2508.0.0,21,2026/7/21,23597587722,,,8
Maya 有机头发 300g Cherey 60cm,4号中棕色,17.74,https://cf.shopee.com.br/file/br-11134207-7r98o-mdex6asruvuh2c,http://shopee.com.br/product/289820295/23597587722,时尚配饰,发饰,假发和接发,IVCN202607169218,179408203617,https://detail.1688.com/offer/962844463881.html?spm=a26352.b28411319/2508.0.0,22,2026/7/21,23597587722,,,8
Maya 有机头发 300g Cherey 60cm,27# Mel,14.01,https://cf.shopee.com.br/file/br-11134207-820li-mo71cscf1lvl28,http://shopee.com.br/product/289820295/23597587722,时尚配饰,发饰,假发和接发,IVCN202607169218,219189375616,https://detail.1688.com/offer/962844463881.html?spm=a26352.b28411319/2508.0.0,22,2026/7/21,23597587722,,,8
Maya 有机头发 300g Cherey 60cm,2# 深棕色,17.4,https://cf.shopee.com.br/file/br-11134207-7r98o-m0n6ug7p8vodf8,http://shopee.com.br/product/289820295/23597587722,时尚配饰,发饰,假发和接发,IVCN202607169218,238773768289,https://detail.1688.com/offer/962844463881.html?spm=a26352.b28411319/2508.0.0,22,2026/7/21,23597587722,,,8
这款生物纤维卷发接发与真人头发完全相同，适用于挑染过的卷曲马尾接发。,这款生物纤维卷发接发与真人头发完全相同，适用于挑染过的卷曲马尾接发。,18,https://cf.shopee.com.br/file/br-11134207-81ztc-mk1t1og2uk8xb1,http://shopee.com.br/product/1048810541/23597636390,时尚配饰,发饰,假发和接发,IVCN202607206990,149778266676,https://detail.1688.com/offer/943285482286.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,18,2026/7/21,23597636390,,,1
高级平沿五片式原创棒球帽,原来的,5.73,https://cf.shopee.com.br/file/br-11134207-820l4-mmunkrya5zb533,http://shopee.com.br/product/1028078243/23597664485,时尚配饰,帽子和鸭舌帽,,IVCN202607169227,228769899246,https://detail.1688.com/offer/849147585296.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,16,2026/7/21,23597664485,,,1
威尼斯项链，925纯银材质，V12银链 - 45厘米、60厘米、70厘米，细款和加固款,70厘米,2.19,https://cf.shopee.com.br/file/br-11134207-7r98o-m9he56algjr689,http://shopee.com.br/product/1012641544/23597732068,时尚配饰,项链,,IVCN202607169229,209165933506,https://detail.1688.com/offer/805861604815.html?spm=a26352.b28411319.offerlist.21.18a21e62Jc1pYL,2.19,2026/7/21,23597732068,,,2
威尼斯项链，925纯银材质，V12银链 - 45厘米、60厘米、70厘米，细款和加固款,60厘米,2.19,https://cf.shopee.com.br/file/br-11134207-7r98o-m9hu65o5gf0i99,http://shopee.com.br/product/1012641544/23597732068,时尚配饰,项链,,IVCN202607169229,209598382132,https://detail.1688.com/offer/805861604815.html?spm=a26352.b28411319.offerlist.21.18a21e62Jc1pYL,2.19,2026/7/21,23597732068,,,2
套装 1 大号 400 克 + 1 份有机玛雅,T1B/30 黑色带深蜂蜜色,43.32,https://cf.shopee.com.br/file/br-11134207-81z1k-mhj971k5wniaa3,http://shopee.com.br/product/289820295/23597895413,时尚配饰,发饰,假发和接发,IVCN202607169232,229414567694,"https://detail.1688.com/offer/893165120569.html?
https://detail.1688.com/offer/991681605259.html?f",44,2026/7/21,23597895413,,,3
套装 1 大号 400 克 + 1 份有机玛雅,1# E 1B 黑色,44,https://cf.shopee.com.br/file/br-11134207-81z1k-mi4rash6mm8229,http://shopee.com.br/product/289820295/23597895413,时尚配饰,发饰,假发和接发,IVCN202607169232,199172510906,"https://detail.1688.com/offer/893165120569.html?
https://detail.1688.com/offer/991681605259.html?f",44,2026/7/21,23597895413,,,3
套装 1 大号 400 克 + 1 份有机玛雅,30# 深色蜂蜜,43.17,https://cf.shopee.com.br/file/br-11134207-820ls-mmiye0zj1lvk35,http://shopee.com.br/product/289820295/23597895413,时尚配饰,发饰,假发和接发,IVCN202607169232,229426670516,"https://detail.1688.com/offer/984237508804.html?spm=a26352.b28411319/2508.0.0
https://detail.1688.com/offer/991775818341.html?spm=a26352.b28411319/2508.0.0",53.7,2026/7/21,23597895413,,,3
原装复古特别版银色防水手表,黑色背景，蓝色，带方框。,12.5,https://cf.shopee.com.br/file/br-11134207-7r98o-m39w1gv40jzsd2,http://shopee.com.br/product/490231621/23598063444,手表,男士手表,,IVCN202607206992,219169053389,https://detail.1688.com/offer/826166747342.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,12.5,2026/7/21,23598063444,,,1
男士混合镂空腕表，镀金，品质上乘 + 项链、吊坠和手链，超值特价。,金的,51.5,https://cf.shopee.com.br/file/br-11134207-7r98o-m9civgi9ml1e96,http://shopee.com.br/product/969346844/23598077859,手表,男士手表,,IVCN202607169236,229421319240,"https://detail.1688.com/offer/980326841910.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982

https://detail.1688.com/offer/825810734077.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982

https://detail.1688.com/offer/1002300562963.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i28&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982",51.5,2026/7/21,23598077859,,,1
男士混合镂空腕表，镀金，品质上乘 + 项链、吊坠和手链，超值特价。,讲话,69.9,https://cf.shopee.com.br/file/br-11134207-7r98o-m9civgi9qsqqc1,http://shopee.com.br/product/969346844/23598077859,手表,男士手表,,IVCN202607206994,229421319243,https://detail.1688.com/offer/596623764487.html?spm=a26352.b28411319/2508.0.0,69.9,2026/7/21,23598077859,,,1
Cordura 吊带套件，带 N.A. Cordura 腰带,Cordura 吊带套件，带 N.A. Cordura 腰带,32,https://cf.shopee.com.br/file/br-11134207-81z1k-mh1ac39pk550e8,http://shopee.com.br/product/915972609/23598085531,时尚配饰,腰带,,IVCN202607169238,129831407958,https://detail.1688.com/offer/764057095965.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,32,2026/7/21,23598085531,,,1
一套10顶传统毛毡接蛋帽,10 顶帽子,64.8,https://cf.shopee.com.br/file/sg-11134201-7ra21-m58vya97qaafca,http://shopee.com.br/product/1171536435/23598149063,时尚配饰,帽子和鸭舌帽,,IVCN202607169240,109867156593,https://detail.1688.com/offer/958376592374.html?spm=0.0.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=da55886621cf48edb873bee377b435aa&sessionid=96bc410837c64473958ba2ec62359bbf,64.8,2026/7/21,23598149063,,,1
18K镀金四圈假耳钉,18K镀金四圈假耳钉,2.07,https://cf.shopee.com.br/file/sg-11134201-823ra-mose0mqv3iml72,http://shopee.com.br/product/1464663257/23598228067,时尚配饰,耳环,,IVCN202607169242,199604329964,https://detail.1688.com/offer/644356861881.html?spm=a26352.b28411319/2508.0.0,4.3,2026/7/21,23598228067,,,1
Sleek True Me Beauty XL 有机钩针编织假发 75厘米 320克,HL433/613-1427,40.7,https://cf.shopee.com.br/file/br-11134207-7r98o-mdlxv1ylo7954f,http://shopee.com.br/product/339202469/23598355767,时尚配饰,发饰,假发和接发,IVCN202607169244,238790372047,https://detail.1688.com/offer/984237508804.html?spm=a26352.b28411319/2508.0.0,40.7,2026/7/21,23598355767,,,1
娃娃头训练头，采用有机真发，可用于编发和造型 + 支架,娃娃头训练头，采用有机真发，可用于编发和造型 + 支架,26.14,https://cf.shopee.com.br/file/br-11134207-7r98o-m8cfhu49dlo129,http://shopee.com.br/product/339158769/23598378006,时尚配饰,发饰,假发和接发,IVCN202607169246,219606131535,https://detail.1688.com/offer/719136518994.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A2133d7d417630196579973461e17a0&token=Ry2cwbwdUG8SohCvo5LTB1%2B9SftWD%2BV%2BYaWbv5%2FCaokGCKPCfe97BNdQ86O3RrSu&tracelog=cps&clickid=f77c426b038ed22aa6386dc06e76a597&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDC599E55A145F0E3EF4ADA7F392F941B8590EB082E000A881D68F91E9BE1365F817EEF6D6099BA67CE089F770C23C101B71FBC9443D826D341F678621E20D115D57C1448ACD4054B9C14FAF83E936ADDF9947D8468AD3BA6974917A6C1BD1DB86925A2D889B2E13EDD02FE939A7BD26058597A207B87C6BA5E5EAE4080B54EA534AD72DAE6B4DA62BA74D580A43CF93DE3%26cbu_cps_trace_flag%3Dwrite,28,2026/7/21,23598378006,,,1
10至50个缎面发圈、发绳、发夹套装，可作礼品或顾客回礼,红色，50个单位,47.99,https://cf.shopee.com.br/file/br-11134207-820m2-mpl6amqjomps01,http://shopee.com.br/product/416878802/23598389675,时尚配饰,发饰,发圈、丝带和发绳,IVCN202607206996,169724498273,https://detail.1688.com/offer/998835603347.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i16&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,62.5,2026/7/21,23598389675,,,1
摩托车手套，保暖、防水、防滑，男女通用，寒冷天气适用，摩托车/自行车,各式各样，独一无二,3.6,https://cf.shopee.com.br/file/sg-11134201-7rfi3-m9yxce27236qc7,http://shopee.com.br/product/804643748/23598483629,时尚配饰,手套,,IVCN202607095823,199607529983,https://detail.1688.com/offer/1016894940579.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,3.6,2026/7/21,23598483629,,,1
胸针底座 - 银色/金色 - 20毫米/25毫米 - 50-300个,金色（20毫米），50个,1.71,https://cf.shopee.com.br/file/br-11134207-81z1k-mfzk9edwg2dj7a,http://shopee.com.br/product/1156557277/23598637753,时尚配饰,其他配件,其他的,IVCN202607169248,219178296340,https://detail.1688.com/offer/724150814136.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,4,2026/7/21,23598637753,,,2
胸针底座 - 银色/金色 - 20毫米/25毫米 - 50-300个,印度煎饼（20毫米），50个,0.37,https://cf.shopee.com.br/file/br-11134207-81z1k-mfzk9edpb0g426,http://shopee.com.br/product/1156557277/23598637753,时尚配饰,其他配件,其他的,IVCN202607169248,219178296347,https://detail.1688.com/offer/1014922314773.html?spm=0.0.0.0,1,2026/7/21,23598637753,,,2
生物真人发，70厘米，2片，黑色，80克,因此，70厘米,19.8,https://cf.shopee.com.br/file/br-11134207-7r98o-mblpfr4tjd9e47,http://shopee.com.br/product/502907979/23598683143,时尚配饰,发饰,假发和接发,IVCN202607206998,119869334314,https://detail.1688.com/offer/908515557817.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i20&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,19.8,2026/7/21,23598683143,,,1
成人基督教会头纱，饰有宽幅花卉花边（Elisa 款）,圆形（尖头）,10.5,https://cf.shopee.com.br/file/br-11134207-7r98o-mchv4d4l7msy14,http://shopee.com.br/product/596516244/23598736123,时尚配饰,发饰,头饰、皇冠和花冠,IVCN202607169251,199609804646,https://detail.1688.com/offer/735337771283.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,10.5,2026/7/21,23598736123,,,1
西部 Marcatto Bangora 草帽，进口，象牙色，15507,54=P,68,https://cf.shopee.com.br/file/sg-11134201-7rdyt-mckmg63bqedqe5,http://shopee.com.br/product/1364302498/23598744607,时尚配饰,帽子和鸭舌帽,,IVCN202607169253,199609899849,https://detail.1688.com/offer/769609189101.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=ed3cbe4650f24af09b4c8c5602a10457&sessionid=fb17b9ad230a4ea68e1f9a4957c5fa27,68,2026/7/21,23598744607,,,1
镜面地球仪派对耳环,#1 par,1.2,https://cf.shopee.com.br/file/br-11134207-7r98o-mcoxocg5goc2c6,http://shopee.com.br/product/405522417/23598753030,时尚配饰,耳环,,IVCN202607207000,219610015235,https://detail.1688.com/offer/1027563834646.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i17&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,1.2,2026/7/21,23598753030,,,1
一对黄金结婚戒指，女士不锈钢订婚戒指，无包装盒,"杜拉杜·塞姆·凯欣哈 (Douradou Sem Caixinha),16(F)-16(M)",1.75,https://cf.shopee.com.br/file/sg-11134201-7rdxl-mcvfjp85yd4p6c,http://shopee.com.br/product/1532053856/23598780215,时尚配饰,戒指,,IVCN202607169255,238798910761,https://detail.1688.com/offer/910726340593.html?spm=a26352.b28411319/2508.0.0,7.6,2026/7/21,23598780215,,,1
古董硬币项链，100% 古董硬币链，3 毫米长挂锁吊坠，多种款式可选,马蹄铁，60厘米,4.18,https://cf.shopee.com.br/file/br-11134207-81z1k-me648x6su77k61,http://shopee.com.br/product/317382317/23598862423,时尚配饰,项链,,IVCN202607169257,139835530739,https://detail.1688.com/offer/856647123516.html?spm=a26352.b28411319/2508.0.0,13.5,2026/7/21,23598862423,,,2
古董硬币项链，100% 古董硬币链，3 毫米长挂锁吊坠，多种款式可选,刻有耶稣像的十字架，70厘米,4.71,https://cf.shopee.com.br/file/br-11134207-81z1k-mgf5d9wftvk01b,http://shopee.com.br/product/317382317/23598862423,时尚配饰,项链,,IVCN202607207002,129652205353,https://detail.1688.com/offer/736717720718.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i16&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,6.8,2026/7/21,23598862423,,,1
古董硬币项链，100% 古董硬币链，3 毫米长挂锁吊坠，多种款式可选,马蹄铁，70厘米,4.18,https://cf.shopee.com.br/file/br-11134207-81z1k-me648x6su77k61,http://shopee.com.br/product/317382317/23598862423,时尚配饰,项链,,IVCN202607169257,139835530734,https://detail.1688.com/offer/834784022211.html?spm=a26352.b28411319/2508.0.0,10.24,2026/7/21,23598862423,,,2
5/10/15/20 套钥匙扣钟、挂钟、落地钟，简约优雅。,椭圆形随机，20个,24.2,https://cf.shopee.com.br/file/sg-11134201-824gn-meq08icakyyu83,http://shopee.com.br/product/1118731806/23598904930,手表,其他的,,IVCN202607169260,119870285309,https://detail.1688.com/offer/892610596392.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2154647417637057775945064e1567&token=mEEjkmIuG6HgBKps1CUV4tHTo1T98NRrFi5OEUZQPAp4sfAQJjOHUMOw0rUBlMGL,24.2,2026/7/21,23598904930,,,2
5/10/15/20 套钥匙扣钟、挂钟、落地钟，简约优雅。,随机三角形，20个,26.47,https://cf.shopee.com.br/file/br-11134207-81ztc-mjik0ghmegaud9,http://shopee.com.br/product/1118731806/23598904930,手表,其他的,,IVCN202607169260,149551536972,https://detail.1688.com/offer/836275730594.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b5ecd17709797633283306e0df3&token=1h%2FxsLNfFa9mrjE39IH8f76Xb%2Fw9K8g8YFSqsHKVtIrf%2FBkXswxkixW%2BpKIlivcT,42,2026/7/21,23598904930,,,2
三对奢华女士耳环，采用 925 纯银材质，镶嵌高品质立方氧化锆。,讲话,4.5,https://cf.shopee.com.br/file/sg-11134201-825a9-meu10ma7cfev63,http://shopee.com.br/product/1517488819/23598915101,时尚配饰,耳环,,IVCN202607207004,219179612089,https://detail.1688.com/offer/895496025423.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,4.5,2026/7/21,23598915101,,,1
一套3顶纯色基础款成人帽，弯帽檐，男女通用，超轻便,黑色 黑色 黑色,8.4,https://cf.shopee.com.br/file/br-11134207-81z1k-mf65nf04az2ed8,http://shopee.com.br/product/1496723073/23598937208,时尚配饰,帽子和鸭舌帽,,IVCN202607169263,129652622481,https://detail.1688.com/offer/642833703181.html?fromkv=cbuPcPlugin%3AimageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982&version=default,8.4,2026/7/21,23598937208,,,13
一套3顶纯色基础款成人帽，弯帽檐，男女通用，超轻便,白色 米色 灰色,8.56,https://cf.shopee.com.br/file/br-11134207-81z1k-mf64kh80dszp0c,http://shopee.com.br/product/1496723073/23598937208,时尚配饰,帽子和鸭舌帽,,IVCN202607169263,129835952952,https://detail.1688.com/offer/724191054853.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i8&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,10.8,2026/7/21,23598937208,,,13
一套3顶纯色基础款成人帽，弯帽檐，男女通用，超轻便,黑蓝白,7.98,https://cf.shopee.com.br/file/br-11134207-81z1k-mf65hkfcpseff7,http://shopee.com.br/product/1496723073/23598937208,时尚配饰,帽子和鸭舌帽,,IVCN202607169263,129652622484,https://detail.1688.com/offer/724191054853.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i8&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,10.8,2026/7/21,23598937208,,,13
一套3顶纯色基础款成人帽，弯帽檐，男女通用，超轻便,红色 黑色 米色,7.72,https://cf.shopee.com.br/file/br-11134207-81z1k-mf65hkfd10xz84,http://shopee.com.br/product/1496723073/23598937208,时尚配饰,帽子和鸭舌帽,,IVCN202607169263,129652622494,https://detail.1688.com/offer/724191054853.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i8&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,10.8,2026/7/21,23598937208,,,13
一套3顶纯色基础款成人帽，弯帽檐，男女通用，超轻便,黑酒米色,8.48,https://cf.shopee.com.br/file/br-11134207-81z1k-mf65k8qvirr9f9,http://shopee.com.br/product/1496723073/23598937208,时尚配饰,帽子和鸭舌帽,,IVCN202607169263,129835952955,https://detail.1688.com/offer/724191054853.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i8&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,10.8,2026/7/21,23598937208,,,13
一套3顶纯色基础款成人帽，弯帽檐，男女通用，超轻便,黑色 蓝色 灰色,7.69,https://cf.shopee.com.br/file/br-11134207-81z1k-mf65k8qvaccl56,http://shopee.com.br/product/1496723073/23598937208,时尚配饰,帽子和鸭舌帽,,IVCN202607169263,129835952954,https://detail.1688.com/offer/642833703181.html?fromkv=cbuPcPlugin%3AimageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982&version=default,8.4,2026/7/21,23598937208,,,13
一套3顶纯色基础款成人帽，弯帽檐，男女通用，超轻便,米色 黑色 白色,8.4,https://cf.shopee.com.br/file/br-11134207-81z1k-mf64kh809lad02,http://shopee.com.br/product/1496723073/23598937208,时尚配饰,帽子和鸭舌帽,,IVCN202607169263,129652622483,https://detail.1688.com/offer/642833703181.html?fromkv=cbuPcPlugin%3AimageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982&version=default,8.4,2026/7/21,23598937208,,,13
一套3顶纯色基础款成人帽，弯帽檐，男女通用，超轻便,绿色 黑色 米色,7.86,https://cf.shopee.com.br/file/br-11134207-81z1k-mf65k8qx05c778,http://shopee.com.br/product/1496723073/23598937208,时尚配饰,帽子和鸭舌帽,,IVCN202607169263,129652622489,https://detail.1688.com/offer/642833703181.html?fromkv=cbuPcPlugin%3AimageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982&version=default,8.4,2026/7/21,23598937208,,,13
一套3顶纯色基础款成人帽，弯帽檐，男女通用，超轻便,绿色 黑色 灰色,8.27,https://cf.shopee.com.br/file/br-11134207-81z1k-mf65hkfcy7t3a7,http://shopee.com.br/product/1496723073/23598937208,时尚配饰,帽子和鸭舌帽,,IVCN202607169263,129652622486,https://detail.1688.com/offer/642833703181.html?fromkv=cbuPcPlugin%3AimageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982&version=default,8.4,2026/7/21,23598937208,,,13
一套3顶纯色基础款成人帽，弯帽檐，男女通用，超轻便,白色 白色 白色,10.8,https://cf.shopee.com.br/file/br-11134207-81z1k-mf65pn028iys9b,http://shopee.com.br/product/1496723073/23598937208,时尚配饰,帽子和鸭舌帽,,IVCN202607169263,129835952949,https://detail.1688.com/offer/724191054853.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i8&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,10.8,2026/7/21,23598937208,,,13
一套3顶纯色基础款成人帽，弯帽檐，男女通用，超轻便,白色 黑色 灰色,7.87,https://cf.shopee.com.br/file/br-11134207-81z1k-mf64kh8086px0c,http://shopee.com.br/product/1496723073/23598937208,时尚配饰,帽子和鸭舌帽,,IVCN202607169263,129652622482,https://detail.1688.com/offer/642833703181.html?fromkv=cbuPcPlugin%3AimageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982&version=default,8.4,2026/7/21,23598937208,,,13
一套3顶纯色基础款成人帽，弯帽檐，男女通用，超轻便,黑色 蓝色 米色,7.42,https://cf.shopee.com.br/file/br-11134207-81z1k-mf65hkfcsljb0e,http://shopee.com.br/product/1496723073/23598937208,时尚配饰,帽子和鸭舌帽,,IVCN202607169263,129835952953,https://detail.1688.com/offer/724191054853.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i8&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,10.8,2026/7/21,23598937208,,,13
一套3顶纯色基础款成人帽，弯帽檐，男女通用，超轻便,米色 黑色 灰色,7.91,https://cf.shopee.com.br/file/br-11134207-81z1k-mf64kh80azutf1,http://shopee.com.br/product/1496723073/23598937208,时尚配饰,帽子和鸭舌帽,,IVCN202607169263,129652622493,https://detail.1688.com/offer/642833703181.html?fromkv=cbuPcPlugin%3AimageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982&version=default,8.4,2026/7/21,23598937208,,,13
24/48 件装 6 厘米沙滩假日花朵发夹/发卡 – 发卡（批发链接）,6 厘米（批发价），48 件装。,57.6,https://cf.shopee.com.br/file/br-11134207-81z1k-meimng3n2n0g35,http://shopee.com.br/product/1568595189/23598955886,时尚配饰,发饰,发夹和发卡,IVCN202607207006,219618862932,https://detail.1688.com/offer/756561302126.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,57.6,2026/7/21,23598955886,,,1
